,response,CStype,phase,trialN,priorBelief,trialN2,Age,Group,pID
16,1.0,CS-,1,10.0,0.0,2.0,20,0,44695
17,1.0,CS+,1,11.0,0.0,3.0,20,0,44695
20,1.0,CS-,1,14.0,0.0,3.0,20,0,44695
22,1.0,GS3,2,0.0,0.0,0.0,20,0,44695
23,1.0,CS-,2,1.0,0.0,0.0,20,0,44695
24,1.0,GS1,2,2.0,0.0,0.0,20,0,44695
25,1.0,GS4,2,3.0,0.0,0.0,20,0,44695
26,1.0,CS+,2,4.0,0.0,0.0,20,0,44695
27,1.0,GS2,2,5.0,0.0,0.0,20,0,44695
34,1.0,CS+,3,0.0,0.0,0.0,20,0,44695
36,1.0,CS-,3,2.0,0.0,0.0,20,0,44695
38,1.0,CS+,3,4.0,0.0,1.0,20,0,44695
39,1.0,CS-,3,5.0,0.0,1.0,20,0,44695
42,1.0,CS+,3,8.0,0.0,2.0,20,0,44695
44,1.0,CS-,3,10.0,0.0,2.0,20,0,44695
46,1.0,CS+,3,12.0,0.0,3.0,20,0,44695
47,1.0,CS-,3,13.0,0.0,3.0,20,0,44695
50,1.0,CS+,3,16.0,0.0,4.0,20,0,44695
52,1.0,CS-,3,18.0,0.0,4.0,20,0,44695
54,1.0,CS+,3,20.0,0.0,5.0,20,0,44695
55,1.0,CS-,3,21.0,0.0,5.0,20,0,44695
58,1.0,CS+,3,24.0,0.0,6.0,20,0,44695
60,1.0,CS-,3,26.0,0.0,6.0,20,0,44695
62,1.0,CS+,3,28.0,0.0,7.0,20,0,44695
63,1.0,CS-,3,29.0,0.0,7.0,20,0,44695
6,7.0,CS-,1,0.0,4.0,0.0,18,0,44713
7,7.0,CS+,1,1.0,2.0,0.0,18,0,44713
10,1.0,CS+,1,4.0,2.0,1.0,18,0,44713
11,11.0,CS-,1,5.0,4.0,1.0,18,0,44713
14,11.0,CS-,1,8.0,4.0,2.0,18,0,44713
15,3.0,CS+,1,9.0,2.0,2.0,18,0,44713
18,1.0,CS+,1,12.0,2.0,3.0,18,0,44713
19,11.0,CS-,1,13.0,4.0,3.0,18,0,44713
28,4.0,GS4,2,6.0,0.0,0.0,18,0,44713
29,3.0,GS1,2,7.0,0.0,0.0,18,0,44713
30,3.0,GS3,2,8.0,0.0,0.0,18,0,44713
31,3.0,CS-,2,9.0,4.0,0.0,18,0,44713
32,9.0,CS+,2,10.0,2.0,0.0,18,0,44713
33,11.0,GS2,2,11.0,0.0,0.0,18,0,44713
34,4.0,CS-,3,0.0,4.0,0.0,18,0,44713
35,1.0,CS+,3,1.0,2.0,0.0,18,0,44713
38,4.0,CS+,3,4.0,2.0,1.0,18,0,44713
39,4.0,CS-,3,5.0,4.0,1.0,18,0,44713
42,3.0,CS-,3,8.0,4.0,2.0,18,0,44713
43,3.0,CS+,3,9.0,2.0,2.0,18,0,44713
46,3.0,CS+,3,12.0,2.0,3.0,18,0,44713
47,7.0,CS-,3,13.0,4.0,3.0,18,0,44713
50,5.0,CS-,3,16.0,4.0,4.0,18,0,44713
51,6.0,CS+,3,17.0,2.0,4.0,18,0,44713
54,5.0,CS+,3,20.0,2.0,5.0,18,0,44713
55,5.0,CS-,3,21.0,4.0,5.0,18,0,44713
58,5.0,CS-,3,24.0,4.0,6.0,18,0,44713
59,5.0,CS+,3,25.0,2.0,6.0,18,0,44713
62,4.0,CS+,3,28.0,2.0,7.0,18,0,44713
63,4.0,CS-,3,29.0,4.0,7.0,18,0,44713
6,8.0,CS-,1,0.0,4.0,0.0,18,0,44713
7,8.0,CS+,1,1.0,5.0,0.0,18,0,44713
10,8.0,CS+,1,4.0,5.0,1.0,18,0,44713
11,8.0,CS-,1,5.0,4.0,1.0,18,0,44713
14,8.0,CS-,1,8.0,4.0,2.0,18,0,44713
15,8.0,CS+,1,9.0,5.0,2.0,18,0,44713
18,8.0,CS+,1,12.0,5.0,3.0,18,0,44713
19,8.0,CS-,1,13.0,4.0,3.0,18,0,44713
28,8.0,GS4,2,6.0,0.0,0.0,18,0,44713
29,8.0,GS1,2,7.0,0.0,0.0,18,0,44713
30,8.0,GS3,2,8.0,0.0,0.0,18,0,44713
31,8.0,CS-,2,9.0,4.0,0.0,18,0,44713
32,9.0,CS+,2,10.0,5.0,0.0,18,0,44713
33,8.0,GS2,2,11.0,0.0,0.0,18,0,44713
34,,CS-,3,0.0,4.0,0.0,18,0,44713
35,8.0,CS+,3,1.0,5.0,0.0,18,0,44713
38,8.0,CS+,3,4.0,5.0,1.0,18,0,44713
39,,CS-,3,5.0,4.0,1.0,18,0,44713
42,8.0,CS-,3,8.0,4.0,2.0,18,0,44713
43,8.0,CS+,3,9.0,5.0,2.0,18,0,44713
46,7.0,CS+,3,12.0,5.0,3.0,18,0,44713
47,7.0,CS-,3,13.0,4.0,3.0,18,0,44713
50,7.0,CS-,3,16.0,4.0,4.0,18,0,44713
51,7.0,CS+,3,17.0,5.0,4.0,18,0,44713
54,7.0,CS+,3,20.0,5.0,5.0,18,0,44713
55,7.0,CS-,3,21.0,4.0,5.0,18,0,44713
58,7.0,CS-,3,24.0,4.0,6.0,18,0,44713
59,7.0,CS+,3,25.0,5.0,6.0,18,0,44713
62,8.0,CS+,3,28.0,5.0,7.0,18,0,44713
63,7.0,CS-,3,29.0,4.0,7.0,18,0,44713
6,3.0,CS-,1,0.0,3.0,0.0,18,0,44773
7,3.0,CS+,1,1.0,2.0,0.0,18,0,44773
10,10.0,CS+,1,4.0,2.0,1.0,18,0,44773
11,2.0,CS-,1,5.0,3.0,1.0,18,0,44773
14,2.0,CS-,1,8.0,3.0,2.0,18,0,44773
15,2.0,CS+,1,9.0,2.0,2.0,18,0,44773
18,2.0,CS+,1,12.0,2.0,3.0,18,0,44773
19,3.0,CS-,1,13.0,3.0,3.0,18,0,44773
28,3.0,GS4,2,6.0,0.0,0.0,18,0,44773
29,7.0,GS1,2,7.0,0.0,0.0,18,0,44773
30,2.0,GS3,2,8.0,0.0,0.0,18,0,44773
31,4.0,CS-,2,9.0,3.0,0.0,18,0,44773
32,2.0,CS+,2,10.0,2.0,0.0,18,0,44773
33,2.0,GS2,2,11.0,0.0,0.0,18,0,44773
34,5.0,CS-,3,0.0,3.0,0.0,18,0,44773
35,6.0,CS+,3,1.0,2.0,0.0,18,0,44773
38,3.0,CS+,3,4.0,2.0,1.0,18,0,44773
39,2.0,CS-,3,5.0,3.0,1.0,18,0,44773
42,1.0,CS-,3,8.0,3.0,2.0,18,0,44773
43,1.0,CS+,3,9.0,2.0,2.0,18,0,44773
46,2.0,CS+,3,12.0,2.0,3.0,18,0,44773
47,2.0,CS-,3,13.0,3.0,3.0,18,0,44773
50,1.0,CS-,3,16.0,3.0,4.0,18,0,44773
51,3.0,CS+,3,17.0,2.0,4.0,18,0,44773
54,2.0,CS+,3,20.0,2.0,5.0,18,0,44773
55,2.0,CS-,3,21.0,3.0,5.0,18,0,44773
58,1.0,CS-,3,24.0,3.0,6.0,18,0,44773
59,2.0,CS+,3,25.0,2.0,6.0,18,0,44773
62,2.0,CS+,3,28.0,2.0,7.0,18,0,44773
63,2.0,CS-,3,29.0,3.0,7.0,18,0,44773
6,3.0,CS-,1,0.0,6.0,0.0,18,0,44839
7,11.0,CS+,1,1.0,10.0,0.0,18,0,44839
10,11.0,CS+,1,4.0,10.0,1.0,18,0,44839
11,1.0,CS-,1,5.0,6.0,1.0,18,0,44839
14,1.0,CS-,1,8.0,6.0,2.0,18,0,44839
15,11.0,CS+,1,9.0,10.0,2.0,18,0,44839
18,11.0,CS+,1,12.0,10.0,3.0,18,0,44839
19,1.0,CS-,1,13.0,6.0,3.0,18,0,44839
28,1.0,GS4,2,6.0,0.0,0.0,18,0,44839
29,7.0,GS1,2,7.0,0.0,0.0,18,0,44839
30,1.0,GS3,2,8.0,0.0,0.0,18,0,44839
31,11.0,CS-,2,9.0,6.0,0.0,18,0,44839
32,11.0,CS+,2,10.0,10.0,0.0,18,0,44839
33,4.0,GS2,2,11.0,0.0,0.0,18,0,44839
34,8.0,CS-,3,0.0,6.0,0.0,18,0,44839
35,11.0,CS+,3,1.0,10.0,0.0,18,0,44839
38,8.0,CS+,3,4.0,10.0,1.0,18,0,44839
39,7.0,CS-,3,5.0,6.0,1.0,18,0,44839
42,1.0,CS-,3,8.0,6.0,2.0,18,0,44839
43,1.0,CS+,3,9.0,10.0,2.0,18,0,44839
46,1.0,CS+,3,12.0,10.0,3.0,18,0,44839
47,1.0,CS-,3,13.0,6.0,3.0,18,0,44839
50,1.0,CS-,3,16.0,6.0,4.0,18,0,44839
51,1.0,CS+,3,17.0,10.0,4.0,18,0,44839
54,1.0,CS+,3,20.0,10.0,5.0,18,0,44839
55,1.0,CS-,3,21.0,6.0,5.0,18,0,44839
58,1.0,CS-,3,24.0,6.0,6.0,18,0,44839
59,1.0,CS+,3,25.0,10.0,6.0,18,0,44839
62,1.0,CS+,3,28.0,10.0,7.0,18,0,44839
63,1.0,CS-,3,29.0,6.0,7.0,18,0,44839
6,3.0,CS-,1,0.0,5.0,0.0,20,0,44971
7,8.0,CS+,1,1.0,6.0,0.0,20,0,44971
10,8.0,CS+,1,4.0,6.0,1.0,20,0,44971
11,6.0,CS-,1,5.0,5.0,1.0,20,0,44971
14,8.0,CS-,1,8.0,5.0,2.0,20,0,44971
15,9.0,CS+,1,9.0,6.0,2.0,20,0,44971
18,9.0,CS+,1,12.0,6.0,3.0,20,0,44971
19,9.0,CS-,1,13.0,5.0,3.0,20,0,44971
28,2.0,GS4,2,6.0,0.0,0.0,20,0,44971
29,6.0,GS1,2,7.0,0.0,0.0,20,0,44971
30,2.0,GS3,2,8.0,0.0,0.0,20,0,44971
31,7.0,CS-,2,9.0,5.0,0.0,20,0,44971
32,7.0,CS+,2,10.0,6.0,0.0,20,0,44971
33,7.0,GS2,2,11.0,0.0,0.0,20,0,44971
34,7.0,CS-,3,0.0,5.0,0.0,20,0,44971
35,5.0,CS+,3,1.0,6.0,0.0,20,0,44971
38,7.0,CS+,3,4.0,6.0,1.0,20,0,44971
39,5.0,CS-,3,5.0,5.0,1.0,20,0,44971
42,6.0,CS-,3,8.0,5.0,2.0,20,0,44971
43,5.0,CS+,3,9.0,6.0,2.0,20,0,44971
46,5.0,CS+,3,12.0,6.0,3.0,20,0,44971
47,6.0,CS-,3,13.0,5.0,3.0,20,0,44971
50,6.0,CS-,3,16.0,5.0,4.0,20,0,44971
51,6.0,CS+,3,17.0,6.0,4.0,20,0,44971
54,5.0,CS+,3,20.0,6.0,5.0,20,0,44971
55,5.0,CS-,3,21.0,5.0,5.0,20,0,44971
58,5.0,CS-,3,24.0,5.0,6.0,20,0,44971
59,3.0,CS+,3,25.0,6.0,6.0,20,0,44971
62,,CS+,3,28.0,6.0,7.0,20,0,44971
63,4.0,CS-,3,29.0,5.0,7.0,20,0,44971
6,8.0,CS-,1,0.0,0.0,0.0,18,1,44980
7,4.0,CS+,1,1.0,0.0,0.0,18,1,44980
10,3.0,CS+,1,4.0,0.0,1.0,18,1,44980
11,6.0,CS-,1,5.0,0.0,1.0,18,1,44980
14,5.0,CS-,1,8.0,0.0,2.0,18,1,44980
15,5.0,CS+,1,9.0,0.0,2.0,18,1,44980
18,2.0,CS+,1,12.0,0.0,3.0,18,1,44980
19,2.0,CS-,1,13.0,0.0,3.0,18,1,44980
28,2.0,GS4,2,6.0,0.0,0.0,18,1,44980
29,,GS1,2,7.0,0.0,0.0,18,1,44980
30,3.0,GS3,2,8.0,0.0,0.0,18,1,44980
31,2.0,CS-,2,9.0,0.0,0.0,18,1,44980
32,1.0,CS+,2,10.0,0.0,0.0,18,1,44980
33,1.0,GS2,2,11.0,0.0,0.0,18,1,44980
34,1.0,CS-,3,0.0,0.0,0.0,18,1,44980
35,1.0,CS+,3,1.0,0.0,0.0,18,1,44980
38,1.0,CS+,3,4.0,0.0,1.0,18,1,44980
39,1.0,CS-,3,5.0,0.0,1.0,18,1,44980
42,1.0,CS-,3,8.0,0.0,2.0,18,1,44980
43,1.0,CS+,3,9.0,0.0,2.0,18,1,44980
46,3.0,CS+,3,12.0,0.0,3.0,18,1,44980
47,2.0,CS-,3,13.0,0.0,3.0,18,1,44980
50,1.0,CS-,3,16.0,0.0,4.0,18,1,44980
51,2.0,CS+,3,17.0,0.0,4.0,18,1,44980
54,4.0,CS+,3,20.0,0.0,5.0,18,1,44980
55,1.0,CS-,3,21.0,0.0,5.0,18,1,44980
58,4.0,CS-,3,24.0,0.0,6.0,18,1,44980
59,2.0,CS+,3,25.0,0.0,6.0,18,1,44980
62,1.0,CS+,3,28.0,0.0,7.0,18,1,44980
63,1.0,CS-,3,29.0,0.0,7.0,18,1,44980
6,4.0,CS+,1,0.0,3.0,0.0,18,0,44986
8,5.0,CS-,1,2.0,8.0,0.0,18,0,44986
9,4.0,CS+,1,3.0,3.0,1.0,18,0,44986
12,3.0,CS-,1,6.0,8.0,1.0,18,0,44986
14,2.0,CS+,1,8.0,3.0,2.0,18,0,44986
16,2.0,CS-,1,10.0,8.0,2.0,18,0,44986
17,2.0,CS+,1,11.0,3.0,3.0,18,0,44986
20,2.0,CS-,1,14.0,8.0,3.0,18,0,44986
22,2.0,GS3,2,0.0,0.0,0.0,18,0,44986
23,2.0,CS-,2,1.0,8.0,0.0,18,0,44986
24,2.0,GS1,2,2.0,0.0,0.0,18,0,44986
25,3.0,GS4,2,3.0,0.0,0.0,18,0,44986
26,2.0,CS+,2,4.0,3.0,0.0,18,0,44986
27,2.0,GS2,2,5.0,0.0,0.0,18,0,44986
34,2.0,CS+,3,0.0,3.0,0.0,18,0,44986
36,2.0,CS-,3,2.0,8.0,0.0,18,0,44986
38,2.0,CS+,3,4.0,3.0,1.0,18,0,44986
39,2.0,CS-,3,5.0,8.0,1.0,18,0,44986
42,2.0,CS+,3,8.0,3.0,2.0,18,0,44986
44,2.0,CS-,3,10.0,8.0,2.0,18,0,44986
46,2.0,CS+,3,12.0,3.0,3.0,18,0,44986
47,2.0,CS-,3,13.0,8.0,3.0,18,0,44986
50,2.0,CS+,3,16.0,3.0,4.0,18,0,44986
52,2.0,CS-,3,18.0,8.0,4.0,18,0,44986
54,2.0,CS+,3,20.0,3.0,5.0,18,0,44986
55,2.0,CS-,3,21.0,8.0,5.0,18,0,44986
58,2.0,CS+,3,24.0,3.0,6.0,18,0,44986
60,2.0,CS-,3,26.0,8.0,6.0,18,0,44986
62,2.0,CS+,3,28.0,3.0,7.0,18,0,44986
63,2.0,CS-,3,29.0,8.0,7.0,18,0,44986
8,5.0,CS-,1,2.0,,0.0,20,0,45025
9,6.0,CS+,1,3.0,0.0,0.0,20,0,45025
12,4.0,CS+,1,6.0,0.0,1.0,20,0,45025
13,4.0,CS-,1,7.0,,1.0,20,0,45025
16,4.0,CS-,1,10.0,,2.0,20,0,45025
17,10.0,CS+,1,11.0,0.0,2.0,20,0,45025
20,11.0,CS+,1,14.0,0.0,3.0,20,0,45025
21,3.0,CS-,1,15.0,,3.0,20,0,45025
28,5.0,GS1,2,6.0,0.0,0.0,20,0,45025
29,4.0,GS4,2,7.0,0.0,0.0,20,0,45025
30,5.0,GS2,2,8.0,0.0,0.0,20,0,45025
31,11.0,CS+,2,9.0,0.0,0.0,20,0,45025
32,6.0,GS3,2,10.0,0.0,0.0,20,0,45025
33,5.0,CS-,2,11.0,,0.0,20,0,45025
36,2.0,CS-,3,2.0,,0.0,20,0,45025
37,10.0,CS+,3,3.0,0.0,0.0,20,0,45025
40,2.0,CS-,3,6.0,,1.0,20,0,45025
41,11.0,CS+,3,7.0,0.0,1.0,20,0,45025
44,2.0,CS-,3,10.0,,2.0,20,0,45025
45,10.0,CS+,3,11.0,0.0,2.0,20,0,45025
48,1.0,CS-,3,14.0,,3.0,20,0,45025
49,10.0,CS+,3,15.0,0.0,3.0,20,0,45025
52,1.0,CS-,3,18.0,,4.0,20,0,45025
53,11.0,CS+,3,19.0,0.0,4.0,20,0,45025
56,1.0,CS-,3,22.0,,5.0,20,0,45025
57,10.0,CS+,3,23.0,0.0,5.0,20,0,45025
60,1.0,CS-,3,26.0,,6.0,20,0,45025
61,10.0,CS+,3,27.0,0.0,6.0,20,0,45025
64,2.0,CS-,3,30.0,,7.0,20,0,45025
65,9.0,CS+,3,31.0,0.0,7.0,20,0,45025
8,,CS-,1,2.0,10.0,0.0,19,0,45454
9,7.0,CS+,1,3.0,2.0,0.0,19,0,45454
12,5.0,CS+,1,6.0,2.0,1.0,19,0,45454
13,8.0,CS-,1,7.0,10.0,1.0,19,0,45454
16,9.0,CS-,1,10.0,10.0,2.0,19,0,45454
17,8.0,CS+,1,11.0,2.0,2.0,19,0,45454
20,10.0,CS+,1,14.0,2.0,3.0,19,0,45454
21,4.0,CS-,1,15.0,10.0,3.0,19,0,45454
28,4.0,GS1,2,6.0,0.0,0.0,19,0,45454
29,3.0,GS4,2,7.0,0.0,0.0,19,0,45454
30,3.0,GS2,2,8.0,0.0,0.0,19,0,45454
31,9.0,CS+,2,9.0,2.0,0.0,19,0,45454
32,4.0,GS3,2,10.0,0.0,0.0,19,0,45454
33,3.0,CS-,2,11.0,10.0,0.0,19,0,45454
36,9.0,CS-,3,2.0,10.0,0.0,19,0,45454
37,9.0,CS+,3,3.0,2.0,0.0,19,0,45454
40,8.0,CS-,3,6.0,10.0,1.0,19,0,45454
41,8.0,CS+,3,7.0,2.0,1.0,19,0,45454
44,3.0,CS-,3,10.0,10.0,2.0,19,0,45454
45,4.0,CS+,3,11.0,2.0,2.0,19,0,45454
48,3.0,CS-,3,14.0,10.0,3.0,19,0,45454
49,3.0,CS+,3,15.0,2.0,3.0,19,0,45454
52,1.0,CS-,3,18.0,10.0,4.0,19,0,45454
53,1.0,CS+,3,19.0,2.0,4.0,19,0,45454
56,2.0,CS-,3,22.0,10.0,5.0,19,0,45454
57,2.0,CS+,3,23.0,2.0,5.0,19,0,45454
60,1.0,CS-,3,26.0,10.0,6.0,19,0,45454
61,1.0,CS+,3,27.0,2.0,6.0,19,0,45454
64,1.0,CS-,3,30.0,10.0,7.0,19,0,45454
65,1.0,CS+,3,31.0,2.0,7.0,19,0,45454
8,,CS-,1,2.0,0.0,0.0,17,0,AFMA25
9,3.0,CS+,1,3.0,0.0,0.0,17,0,AFMA25
12,7.0,CS+,1,6.0,0.0,1.0,17,0,AFMA25
13,4.0,CS-,1,7.0,0.0,1.0,17,0,AFMA25
16,7.0,CS-,1,10.0,0.0,2.0,17,0,AFMA25
17,5.0,CS+,1,11.0,0.0,2.0,17,0,AFMA25
20,6.0,CS+,1,14.0,0.0,3.0,17,0,AFMA25
21,7.0,CS-,1,15.0,0.0,3.0,17,0,AFMA25
28,4.0,GS1,2,6.0,0.0,0.0,17,0,AFMA25
29,3.0,GS4,2,7.0,0.0,0.0,17,0,AFMA25
30,3.0,GS2,2,8.0,0.0,0.0,17,0,AFMA25
31,3.0,CS+,2,9.0,0.0,0.0,17,0,AFMA25
32,3.0,GS3,2,10.0,0.0,0.0,17,0,AFMA25
33,3.0,CS-,2,11.0,0.0,0.0,17,0,AFMA25
36,2.0,CS-,3,2.0,0.0,0.0,17,0,AFMA25
37,3.0,CS+,3,3.0,0.0,0.0,17,0,AFMA25
40,1.0,CS-,3,6.0,0.0,1.0,17,0,AFMA25
41,2.0,CS+,3,7.0,0.0,1.0,17,0,AFMA25
44,3.0,CS-,3,10.0,0.0,2.0,17,0,AFMA25
45,3.0,CS+,3,11.0,0.0,2.0,17,0,AFMA25
48,1.0,CS-,3,14.0,0.0,3.0,17,0,AFMA25
49,1.0,CS+,3,15.0,0.0,3.0,17,0,AFMA25
52,1.0,CS-,3,18.0,0.0,4.0,17,0,AFMA25
53,1.0,CS+,3,19.0,0.0,4.0,17,0,AFMA25
56,1.0,CS-,3,22.0,0.0,5.0,17,0,AFMA25
57,1.0,CS+,3,23.0,0.0,5.0,17,0,AFMA25
60,1.0,CS-,3,26.0,0.0,6.0,17,0,AFMA25
61,1.0,CS+,3,27.0,0.0,6.0,17,0,AFMA25
64,1.0,CS-,3,30.0,0.0,7.0,17,0,AFMA25
65,1.0,CS+,3,31.0,0.0,7.0,17,0,AFMA25
6,5.0,CS-,1,0.0,9.0,0.0,15,0,ANFO03
7,5.0,CS+,1,1.0,9.0,0.0,15,0,ANFO03
10,8.0,CS+,1,4.0,9.0,1.0,15,0,ANFO03
11,8.0,CS-,1,5.0,9.0,1.0,15,0,ANFO03
14,9.0,CS-,1,8.0,9.0,2.0,15,0,ANFO03
15,9.0,CS+,1,9.0,9.0,2.0,15,0,ANFO03
18,8.0,CS+,1,12.0,9.0,3.0,15,0,ANFO03
19,10.0,CS-,1,13.0,9.0,3.0,15,0,ANFO03
28,4.0,GS4,2,6.0,0.0,0.0,15,0,ANFO03
29,3.0,GS1,2,7.0,0.0,0.0,15,0,ANFO03
30,3.0,GS3,2,8.0,0.0,0.0,15,0,ANFO03
31,3.0,CS-,2,9.0,9.0,0.0,15,0,ANFO03
32,3.0,CS+,2,10.0,9.0,0.0,15,0,ANFO03
33,5.0,GS2,2,11.0,0.0,0.0,15,0,ANFO03
34,4.0,CS-,3,0.0,9.0,0.0,15,0,ANFO03
35,3.0,CS+,3,1.0,9.0,0.0,15,0,ANFO03
38,3.0,CS+,3,4.0,9.0,1.0,15,0,ANFO03
39,3.0,CS-,3,5.0,9.0,1.0,15,0,ANFO03
42,2.0,CS-,3,8.0,9.0,2.0,15,0,ANFO03
43,2.0,CS+,3,9.0,9.0,2.0,15,0,ANFO03
46,1.0,CS+,3,12.0,9.0,3.0,15,0,ANFO03
47,1.0,CS-,3,13.0,9.0,3.0,15,0,ANFO03
50,1.0,CS-,3,16.0,9.0,4.0,15,0,ANFO03
51,1.0,CS+,3,17.0,9.0,4.0,15,0,ANFO03
54,1.0,CS+,3,20.0,9.0,5.0,15,0,ANFO03
55,1.0,CS-,3,21.0,9.0,5.0,15,0,ANFO03
58,1.0,CS-,3,24.0,9.0,6.0,15,0,ANFO03
59,1.0,CS+,3,25.0,9.0,6.0,15,0,ANFO03
62,1.0,CS+,3,28.0,9.0,7.0,15,0,ANFO03
63,1.0,CS-,3,29.0,9.0,7.0,15,0,ANFO03
6,5.0,CS+,1,0.0,10.0,0.0,16,0,ANHE16
8,6.0,CS-,1,2.0,10.0,0.0,16,0,ANHE16
9,,CS+,1,3.0,10.0,1.0,16,0,ANHE16
12,10.0,CS-,1,6.0,10.0,1.0,16,0,ANHE16
14,10.0,CS+,1,8.0,10.0,2.0,16,0,ANHE16
16,10.0,CS-,1,10.0,10.0,2.0,16,0,ANHE16
17,10.0,CS+,1,11.0,10.0,3.0,16,0,ANHE16
20,11.0,CS-,1,14.0,10.0,3.0,16,0,ANHE16
22,10.0,GS3,2,0.0,0.0,0.0,16,0,ANHE16
23,10.0,CS-,2,1.0,10.0,0.0,16,0,ANHE16
24,7.0,GS1,2,2.0,0.0,0.0,16,0,ANHE16
25,6.0,GS4,2,3.0,0.0,0.0,16,0,ANHE16
26,5.0,CS+,2,4.0,10.0,0.0,16,0,ANHE16
27,7.0,GS2,2,5.0,0.0,0.0,16,0,ANHE16
34,5.0,CS+,3,0.0,10.0,0.0,16,0,ANHE16
36,4.0,CS-,3,2.0,10.0,0.0,16,0,ANHE16
38,3.0,CS+,3,4.0,10.0,1.0,16,0,ANHE16
39,2.0,CS-,3,5.0,10.0,1.0,16,0,ANHE16
42,1.0,CS+,3,8.0,10.0,2.0,16,0,ANHE16
44,1.0,CS-,3,10.0,10.0,2.0,16,0,ANHE16
46,1.0,CS+,3,12.0,10.0,3.0,16,0,ANHE16
47,1.0,CS-,3,13.0,10.0,3.0,16,0,ANHE16
50,1.0,CS+,3,16.0,10.0,4.0,16,0,ANHE16
52,1.0,CS-,3,18.0,10.0,4.0,16,0,ANHE16
54,1.0,CS+,3,20.0,10.0,5.0,16,0,ANHE16
55,1.0,CS-,3,21.0,10.0,5.0,16,0,ANHE16
58,1.0,CS+,3,24.0,10.0,6.0,16,0,ANHE16
60,1.0,CS-,3,26.0,10.0,6.0,16,0,ANHE16
62,1.0,CS+,3,28.0,10.0,7.0,16,0,ANHE16
63,2.0,CS-,3,29.0,10.0,7.0,16,0,ANHE16
6,11.0,CS-,1,0.0,10.0,0.0,46,0,ANHO08
7,3.0,CS+,1,1.0,2.0,0.0,46,0,ANHO08
10,3.0,CS+,1,4.0,2.0,1.0,46,0,ANHO08
11,10.0,CS-,1,5.0,10.0,1.0,46,0,ANHO08
14,10.0,CS-,1,8.0,10.0,2.0,46,0,ANHO08
15,2.0,CS+,1,9.0,2.0,2.0,46,0,ANHO08
18,2.0,CS+,1,12.0,2.0,3.0,46,0,ANHO08
19,10.0,CS-,1,13.0,10.0,3.0,46,0,ANHO08
28,10.0,GS4,2,6.0,0.0,0.0,46,0,ANHO08
29,4.0,GS1,2,7.0,0.0,0.0,46,0,ANHO08
30,6.0,GS3,2,8.0,0.0,0.0,46,0,ANHO08
31,10.0,CS-,2,9.0,10.0,0.0,46,0,ANHO08
32,2.0,CS+,2,10.0,2.0,0.0,46,0,ANHO08
33,5.0,GS2,2,11.0,0.0,0.0,46,0,ANHO08
34,10.0,CS-,3,0.0,10.0,0.0,46,0,ANHO08
35,2.0,CS+,3,1.0,2.0,0.0,46,0,ANHO08
38,2.0,CS+,3,4.0,2.0,1.0,46,0,ANHO08
39,10.0,CS-,3,5.0,10.0,1.0,46,0,ANHO08
42,,CS-,3,8.0,10.0,2.0,46,0,ANHO08
43,2.0,CS+,3,9.0,2.0,2.0,46,0,ANHO08
46,2.0,CS+,3,12.0,2.0,3.0,46,0,ANHO08
47,10.0,CS-,3,13.0,10.0,3.0,46,0,ANHO08
50,10.0,CS-,3,16.0,10.0,4.0,46,0,ANHO08
51,2.0,CS+,3,17.0,2.0,4.0,46,0,ANHO08
54,2.0,CS+,3,20.0,2.0,5.0,46,0,ANHO08
55,10.0,CS-,3,21.0,10.0,5.0,46,0,ANHO08
58,10.0,CS-,3,24.0,10.0,6.0,46,0,ANHO08
59,2.0,CS+,3,25.0,2.0,6.0,46,0,ANHO08
62,2.0,CS+,3,28.0,2.0,7.0,46,0,ANHO08
63,10.0,CS-,3,29.0,10.0,7.0,46,0,ANHO08
8,,CS-,1,2.0,5.0,0.0,17,1,ANLA25
9,7.0,CS+,1,3.0,6.0,0.0,17,1,ANLA25
12,8.0,CS+,1,6.0,6.0,1.0,17,1,ANLA25
13,1.0,CS-,1,7.0,5.0,1.0,17,1,ANLA25
16,2.0,CS-,1,10.0,5.0,2.0,17,1,ANLA25
17,7.0,CS+,1,11.0,6.0,2.0,17,1,ANLA25
20,7.0,CS+,1,14.0,6.0,3.0,17,1,ANLA25
21,2.0,CS-,1,15.0,5.0,3.0,17,1,ANLA25
22,1.0,GS4,2,0.0,0.0,0.0,17,1,ANLA25
23,6.0,GS1,2,1.0,0.0,0.0,17,1,ANLA25
24,3.0,GS3,2,2.0,0.0,0.0,17,1,ANLA25
25,5.0,CS-,2,3.0,5.0,0.0,17,1,ANLA25
26,5.0,CS+,2,4.0,6.0,0.0,17,1,ANLA25
27,4.0,GS2,2,5.0,0.0,0.0,17,1,ANLA25
36,7.0,CS+,3,2.0,6.0,0.0,17,1,ANLA25
37,2.0,CS-,3,3.0,5.0,0.0,17,1,ANLA25
40,2.0,CS-,3,6.0,5.0,1.0,17,1,ANLA25
41,7.0,CS+,3,7.0,6.0,1.0,17,1,ANLA25
44,6.0,CS+,3,10.0,6.0,2.0,17,1,ANLA25
45,1.0,CS-,3,11.0,5.0,2.0,17,1,ANLA25
48,2.0,CS-,3,14.0,5.0,3.0,17,1,ANLA25
49,5.0,CS+,3,15.0,6.0,3.0,17,1,ANLA25
52,4.0,CS+,3,18.0,6.0,4.0,17,1,ANLA25
